Listagem dos Filmes Brasileiros Lançados Comercialmente em Salas de Exibição 1995 a 2018;;;;;;;;;;;;
;;;;;;;;;;;;
Ano de Lançamento;Certificado de Produto Brasileiro (CPB);Título;Direção;Gênero;Empresa Produtora Brasileira Majoritária;UF;Empresa Produtora Minoritária Brasileira;UF;Distribuidora;Máximo de Salas;Renda (R$);Público 
2007;B0700660400000;Oscar Niemeyer - a Vida É um Sopro;Fabiano Maciel;Documentário;Sérgio Alexandre Martins Celeste; -; -; -;Pipa;8;59884.00;10281
2007;B0500445600000;Pampulha ou a Invenção do Mar de Minas;Oswaldo Caldeira;Documentário;Oswaldo Caldeira Produções Cinematográficas;RJ; -; -;Grupo Novo;ND;ND;ND
2007;B0600538400000;Person;Marina Person;Documentário;Lauper Films;SP;Dezenove Som e Imagens;SP;Mais Filmes;3;9834.00;1518
2007;B0700680800000;Podecrer!;Arthur Fontes;Ficção;Conspiração Filmes;RJ;Teleimage/Estudios Quanta;SP/SP;Sony;60;361507.00;43833
2007;B0901091100000;Porto Alegre – Meu Canto no Mundo;Cícero Aragon/Jaime Lerner;Documentário;Infoco Filmes;RS; -; -;Panda Filmes;2;7812.00;1356
2007;B0700787100000;PQD;Guilherme Coelho;Documentário;Matizar;RJ; -; -;Videofilmes;5;14570.00;3140
2007;B0700714700000;Primo Basílio;Daniel Filho;Ficção;Lereby;RJ; -; -;Buena Vista;163;6376703.00;838726
2007;B0600555300000;Pro Dia Nascer Feliz;João Jardim;Documentário;Fogo Azul Filmes;RJ;Tambellini Filmes;RJ;Copacabana Filmes;5;325211.00;51140
2007;B0600524400000;Proibido Proibir;Jorge Durán;Ficção;Deserto Filmes;RJ;Amado Arte&Produção;RJ;RioFilme/Mais Filmes;13;298600.00;37182
2007;B0600593100000;Querô;Carlos Cortez;Ficção;Gullane;SP; -; -;Downtown;18;144823.00;20178
2007;B0600578000000;Remissão;Silvio Coutinho;Ficção;Plateau Films;RJ; -; -;RioFilme;3;2147.00;298
2007;B0500442900000;Sambando nas Brasas, Morô?;Elizeu Ewald;Documentário;E.S. Comunicações;RJ;Plural Filmes;RJ;RioFilme;3;7979.00;1072
2007;B0700696000000;Saneamento Básico, o Filme;Jorge Furtado;Ficção;Casa de Cinema de Porto Alegre;RS; -; -;Sony;58;1472475.00;190656
2007;B0700739200000;Santiago;João Moreira Salles;Documentário;Videofilmes;RJ; -; -;Videofilmes;3;481982.00;55686
2007;B0700778100000;Sem Controle;Cris D'Amato;Ficção;Ananã Produções;RJ; -; -;Fox;40;185307.00;23598
2007;B0600470800000;Serras da Desordem;Andrea Tonacci;Ficção;Extrema Produção Artística;SP; -; -;Usina Digital;1;2341.00;273
2007;B0700759000000;Tropa de Elite;José Padilha;Ficção;Feijão Filmes/Posto 9/Zazen Produções;SP/RJ/RJ; -; -;Universal;321;20422567.00;2421295
2007;B0700655500000;Viúva Rica Solteira Não Fica;José Fonseca e Costa;Ficção;Plateau Produções;SP; -; -;Mais Filmes;2;13039.00;1494
2007;B0700798700000;Xuxa em Sonho de Menina;Rudi Lagemann;Ficção;Conspiração Filmes/Warner;RJ/SP; -; -;Warner;220;2009997.00;348391
2006;B0600599800000;1972;José Emílio Rondeau;Ficção;Grupo Novo de Cinema e TV/LaboCine;RJ/RJ; -; -;Buena Vista;21;57994.00;6756
2006;B0500440400000;A Concepção;José Eduardo Belmonte;Ficção;Olhos de Cão;SP;34 Filmes/Risco Filmes/Estudios Quanta/Brasil Filmes/Megacolor/Matheus Nachtergaele;DF/SP/SP/SP/SP;Imovision;15;145883.00;20827
2006;B0400128700000;A Conspiração do Silêncio;Ronaldo Duque;Ficção;Asacine Produções/Ronaldo Duque & Associados;DF/GO; -; -;Polifilmes;6;38784.00;5676
2006;B0600500500000;A Festa de Margarette;Renato Falcão;Ficção;Filmik;RS; -; -;Accorde Audiovisuais;2;ND;9486
2006;B0600494700000;A Ilha do Terrível Rapaterra;Ariane Porto;Ficção;Raiz Produções;SP; -; -;Califórnia;37;37729.00;5240
2006;B0500377400000;A Máquina;João Falcão;Ficção;Diler & Associados;RJ; -; -;Buena Vista;70;440711.00;56088
2006;B0500321500000;A Mochila do Mascate;Antonia Ratto/Gabriela Greeb;Documentário;Tibet Filme;RJ; -; -;Copacabana Filmes;4;6892.00;2191
2006;B0600476000000;A Odisséia Musical de Gilberto Mendes;Carlos de Moura Ribeiro Mendes;Documentário;Berço Esplêndido Produções Cinematográficas;SP; -; -;Berço Esplêndido;ND;ND;ND
2006;B0400119600000;A Oitava Cor do Arco-Íris;Amauri Tangará;Ficção;Cia D'Artes do Brasil;MT; -; -;Polifilmes;2;2292.00;274
2006;B0500323500000;Achados e Perdidos;José Joffily;Ficção;Coevo Filmes;RJ; -; -;Imagem;20;109076.00;14328
2006;B0600459600000;Acredite, Um espírito baixou em mim;Jorge Moreno;Ficção;Fam Produções;MG; -; -;Fam Filmes;6;211042.00;30458
2006;B0600461400000;Anjos do Sol;Rudi Lagemann;Ficção;CaradeCão Filmes;RJ; -; -;Downtown;44;623063.00;79800
2006;B0500388300000;Árido Movie;Lírio Ferreira;Ficção;Cinema Brasil Digital;RJ; -; -;Europa/MAM;4;285246.00;21729
2006;B0600475100000;Boleiros 2;Ugo Giorgetti;Ficção;SP Filmes de São Paulo;SP;Maria Luisa Cardoso De Oliveira;SP;Mais Filmes;22;93786.00;10316
2006;B0600490100000;Brasília 18%;Nelson Pereira dos Santos;Ficção;Regina Filmes/Videofilmes;RJ/RJ;Chin Produções Artísticas;RJ;Sony;46;136947.00;15587
2006;B0500222300000;Brilhante;Conceição Senna;Documentário;MP2 Produções;RJ; -; -;MP2;3;9720.00;1581
2006;B0400163200000;Cafundó;Clóvis Bueno/Paulo Betti;Ficção;Prole de Adão Produção Artísticas;RJ;Laz Audiovisual;PR;Laz;7;185707.00;33534
2006;B0500431600000;Cafuné;Bruno Vianna;Ficção;Raccord Produções;RJ; -; -;Filmes do Estação;1;33727.00;4236
2006;B0600509100000;Canta Maria;Francisco Ramalho Jr.;Ficção;Ramalho Filmes;SP; -; -;Califórnia;34;57359.00;7949
2006;B0600466700000;Carnaval, Bexiga, Funk e Sombrinha;Marcus Vinícius Faustini;Documentário;KL Produções;RJ; -; -;KL Produções;ND;59041.00;6955
2006;B0600555800000;Casseta e Planeta - seus Problemas Acabaram;José Lavigne;Ficção;Globo Filmes;RJ; -; -;Europa/MAM;180;4262366.00;596624
2006;B0500440200000;Cerro do Jarau;Beto Souza;Ficção;Imagem B;RS;Walper Ruas Produções;RS;Europa/MAM;3;19195.00;6252
2006;B0500324300000;Crime Delicado;Beto Brant;Ficção;Drama Filmes;SP;Ricca Produções/Megacolor/Brasil Filmes/Locall;SP/SP/SP/SP;Downtown;4;181460.00;21891
2006;B0600467200000;Depois daquele Baile;Roberto Bomtempo;Ficção;Movimento Carioca Produções Artísticas;RJ; -; -;Mais Filmes;22;247791.00;28869
2006;B0600481600000;Dia de Festa;Toni Venturi;Documentário;Olhar Imaginário;SP; -; -;Pandora;2;9975.00;1620
2006;B0500444600000;Didi, o Caçador de Tesouros;Marcus Figueiredo;Ficção;Diler & Associados;RJ; -; -;Buena Vista;199;6220016.00;1024732
2006;B0500286600000;Do Luto à Luta;Evaldo Mocarzel;Documentário;Casa Azul Produções;SP; -; -;Mais Filmes;5;26991.00;3107
2006;B1101450100000;Do Outro Lado do Rio;Lucas Bambozzi;Documentário;Illud Tempus;SP; -; -;Distribuição Própria;ND;ND;ND
2006;B0500376500000;Dom Helder Camara - o Santo Rebelde;Erika Bauer;Documentário;Cor Filmes;DF; -; -;Pandora;2;23410.00;3592
2006;B0500209900000;Estamira;Marcos Prado;Documentário;Zazen Produções;RJ; -; -;RioFilme;8;317423.00;40992
2006;B0500441200000;Eu me Lembro;Edgard Navarro;Ficção;Truque;BA; -; -;Pandora;5;124394.00;15094
2006;B0400127500000;Família Alcântara;Daniel Solá Santiago/Lilian Solá Santiago;Documentário;Daniel Solá Santiago Produções;SP; -; -;Daniel Solá Santiago;1;2345.00;307
2006;B0600566800000;Fica Comigo esta Noite;João Falcão;Ficção;Diler & Associados;RJ; -; -;Buena Vista;80;1925083.00;249248
2006;B0600467100000;Gatão de Meia Idade;Antonio Carlos da Fontoura;Ficção;Ipê Artes;RJ; -; -;Downtown;38;751249.00;81947
2006;B0500442700000;Ginga – a Alma do Futebol Brasileiro;Hank Levine/Marcelo Machado/Tocha Alves;Documentário;O2 Filmes;SP; -; -;O2 Filmes;3;3925.00;1266
2006;B0500264200000;Helena Meireles a Dama da Viola;Francisco De Paula;Documentário;Naive Produções Artísticas;SP; -; -;CineBR;1;9394.00;2495
2006;B0600493900000;Incuráveis;Gustavo Acioli;Ficção;Lavoro Produções;RJ; -; -;Polifilmes;ND;14382.00;1871
2006;B0600539200000;Intervalo Clandestino;Eryk Rocha;Documentário;Grupo Novo de Cinema e TV;RJ; -; -;GNCTV;ND;419.00;ND
2006;B0600477800000;Irma Vap - o Retorno;Carla Camurati;Ficção;Copacabana Filmes e Produções/Pequena Central;SP/RJ; -; -;Downtown;100;2239090.00;247325
2006;B0500439200000;Meninas;Sandra Werneck;Documentário;Cineluz Produções/Giros;RJ/RJ;Sandra Werneck; -;Downtown;4;26415.00;4208
2006;B0500316800000;Moacir Arte Bruta;Walter Carvalho;Documentário;Kinofilme/República Pureza Filmes;RJ/RJ; -; -;RioFilme;2;16966.00;2271
2006;B0600546700000;Muito Gelo e Dois Dedos D'Água;Daniel Filho;Ficção;Globo Filmes;RJ;Lereby;RJ;Buena Vista;132;3960788.00;509098
2006;B0600459900000;Mulheres do Brasil;Malu de Martino;Ficção;EH! Filmes/Estudios Quanta;RJ/SP; -; -;PlayArte;90;369464.00;48293
2006;B0500183300000;No Meio da Rua;Antonio Carlos da Fontoura;Ficção;Canto Claro Produções Artísticas;RJ; -; -;Film Connection;8;12317.00;2133
2006;B0600504400000;Nzinga;Octávio Bezerra;Documentário;Olhar Feminino Produções;RJ; -; -;Olhar Feminino;1;212.00;21
2006;B0400051700000;O Amigo Invisível;Maria Letícia;Ficção;Estúdio, Pesquisa e Criações Artísticas/Quanta-Rio;RJ/RJ; -; -;RioFilme;4;5517.00;1030
2006;B0600572700000;O Ano em que meus Pais Saíram de Férias;Cao Hamburger;Ficção;Caos Produções/Gullane;SP/SP; -; -;Buena Vista;70;3169763.00;368986
2006;B0600616600000;O Cavaleiro Didi e a Princesa Lili;Marcus Figueiredo;Ficção;Diler & Associados;RJ; -; -;Buena Vista;163;4672418.00;742340
2006;B0600587200000;O Céu de Suely;Karim Aïnouz;Ficção;Videofilmes;RJ; -; -;Downtown;10;604614.00;73892
2006;B0600496100000;O Dia em que o Brasil Esteve Aqui;Caito Ortiz;Documentário;Prodigo Films;SP; -; -;Pródigo;6;5300.00;778
2006;B0500434100000;O Homem Pode Voar - a Saga de Santos Dumont;Nelson Hoineff;Documentário;Comalt - Comunicação Alternativa;RJ; -; -;RioFilme;6;16332.00;1912
2006;B0600547100000;O Maior Amor do Mundo;Cacá Diegues;Ficção;Luz Mágica Produções;RJ;Globo Filmes/Lereby;RJ/RJ;Sony;135;1723672.00;209741
2006;B0600451500000;O Sol - Caminhando Contra o Vento;Tetê Moraes;Documentário;Vemver Brasil;RJ; -; -;RioFilme;18;49026.00;9401
2006;B0500265400000;O Veneno da Madrugada;Ruy Guerra;Ficção;Lagoa Cultural;RJ; -; -;UIP;5;27907.00;3639
2006;B0600592800000;Olhar Estrangeiro;Lucia Murat;Documentário;Taiga Filmes e Vídeo;RJ;Limite Produções;RJ;RioFilme;4;33928.00;4750
2006;B0600497600000;Outra Memória;Chico Faganello;Ficção;Filmes que voam;SC; -; -;Pipa;ND;4363.00;976
2006;B0500433200000;Se eu Fosse Você;Daniel Filho;Ficção;Total Entertainment;RJ;Globo Filmes/Lereby;RJ/RJ;Fox;197;28916137.00;3644956
2006;B0600587800000;Solo Dios Sabe;Carlos Bolado;Ficção;Dezenove Som e Imagens;SP; -; -;Buena Vista;8;29765.00;4301
2006;B0600535300000;Sonhos e Desejos;Marcelo Santiago;Ficção;Filmes do Equador;RJ; -; -;UIP;24;108151.00;13613
2006;B0400146400000;Soy Cuba, o Mamute Siberiano;Vicente Ferraz;Documentário;Três Mundos Produções;RJ;Urca Filmes;RJ;Imovision;6;127740.00;16556
2006;B0500438700000;Tapete Vermelho;Luiz Alberto Pereira;Ficção;Lapfilme;SP;CCFBR Produções/Mastershot Produções/Estudios Quanta;SP/SP/SP;Pandora;28;275515.00;50955
2006;B0600605700000;Tow in Surfing;Jorge Guimarães/Rosaldo Cavalcanti;Documentário;Iaiá Filmes/Tow In Sports Brasil;RJ/RJ; -; -;Iaiá Filmes;2;19935.00;2398
2006;B0600552000000;Trair e Coçar é Só Começar;Moacyr Góes;Ficção;Diler & Associados;RJ; -; -;Fox;168;3486329.00;481006
2006;B0600471600000;Um Craque Chamado Divino;Penna Filho;Documentário;Penna Filho Produções;SC; -; -;Pandora;1;8978.00;1148
2006;B0600522500000;Veias e Vinhos: uma História Brasileira;João Batista de Andrade;Ficção;Oeste Filmes ;SP;Locall/Andrade Produções Cinematográficas;SP/SP;Polifilmes;2;19091.00;4149
2006;B0500230100000;Vestido de Noiva;Joffre Rodrigues;Ficção;JBR Filmes;RJ; -; -;RioFilme;29;45380.00;5871
2006;B0500433000000;Vinho de Rosas;Elza Cataldo;Ficção;Persona Filmes;MG; -; -;Persona;2;91817.00;23817
2006;B0500436300000;Wood & Stock: Sexo, Orégano e Rock;Otto Guerra;Animação;Otto Desenhos Animados;RS; -; -;Downtown;15;441039.00;55231
2006;B0600616500000;Xuxa Gêmeas;Jorge Fernando;Ficção;Diler & Associados;RJ; -; -;Fox;277;5802977.00;1035700
2006;B0600533100000;Zé Pureza;Marcelo Ernandez;Documentário;Marcelo Ernandez;RJ; -; -;Pipa;2;1625.00;415
2006;B0600535800000;Zuzu Angel;Sergio Rezende;Ficção;Toscana Audiovisual;RJ;Warner;SP;Warner;173;5789238.00;774318
2005;B0500302600000;2 Filhos de Francisco: a História de Zezé Di Camargo e Luciano;Breno Silveira;Ficção;Conspiração Filmes/Globo Filmes/Lereby/Z.C.L. Comércio Promoções e Produções;RJ/RJ/RJ/SP; -; -;Columbia;329;36728278.00;5319677
2005;B0400131700000;A Pessoa é para o que nasce;Roberto Berliner;Documentário;TV Zero;RJ; -; -;Copacabana Filmes/RioFilme;8;152261.00;24475
2005;B0500199900000;As Vidas de Maria;Renato Barbieri;Ficção;Gaia Filmes;DF; -; -;Pandora;10;17530.00;2746
2005;B0400129700000;Bendito Fruto;Sergio Goldenberg;Ficção;RioFilme/Trópicos Arte e Comunicação;RJ/RJ; -; -;Paris/RioFilme;14;453503.00;52022
2005;B0500251200000;Bens Confiscados;Carlos Reichenbach;Ficção;Dezenove Som e Imagens;SP; -; -;Imovision/RioFilme;3;26754.00;4669
2005;B0400131400000;Cabra-Cega;Toni Venturi;Ficção;Olhar Imaginário;SP; -; -;Europa/MAM;9;220339.00;28620
2005;B0500250700000;Casa de Areia;Andrucha Waddington;Ficção;Conspiração Filmes/Filmes do Equador;RJ/RJ; -; -;Columbia;35;1557698.00;187296
2005;B0300008200000;Celeste & Estrela;Betse de Paula;Ficção;Aurora Cinematográfica;RJ; -; -;BPP Produções Audiovisuais;1;24175.00;4965
2005;B0500265000000;Cidade Baixa;Sérgio Machado;Ficção;Videofilmes;RJ; -; -;Videofilmes/Lumière;31;1021626.00;128134
2005;B0500255500000;Cinema, Aspirinas e Urubus;Marcelo Gomes;Ficção;Rec Produtores Associados;PE;Dezenove Som e Imagens;SP;Imovision;17;882373.00;105526
2005;B0500281700000;Coisa de Mulher;Eliana Fonseca;Ficção;Diler & Associados;RJ; -; -;Warner;100;714666.00;98963
2005;B0500277500000;Coisa Mais Linda;Paulo Thiago;Documentário;Vitória Produções;RJ;Tele Image;SP;Columbia;11;319251.00;35861
2005;B0500241100000;Confronto Final;Alonso Gonçalves;Ficção;Karina Filmes;MG; -; -;Polifilmes;5;12278.00;2081
2005;B0500294600000;Diário de um Novo Mundo;Paulo Nascimento;Ficção;Accorde Filmes/Linha de Produção Cinema Comunicação e Imagem/Panda Filmes;RS/RS/RS; -; -;Casablanca;7;67809.00;12685
2005;B0500282100000;Doutores da Alegria;Mara Mourão;Documentário;Grifa Filmes/Mamo Filmes;SP/SP; -; -;Imovision;20;212313.00;26294
2005;B0400158100000;Eliana em o Segredo dos Golfinhos;Eliana Fonseca;Ficção;Canal Azul/Teleimage Productions;SP/SP;Intercross Imóveis e Participações/Emb Promotora e Controladora;SP/SP;Fox;106;2022729.00;330742
2005;B0400142200000;Extremo Sul;Monica Schmiedt/Sylvestre Campe;Documentário;Europa Filmes/M. Schmiedt Produções;SP/RS; -; -;Europa/MAM;5;92149.00;13571
2005;B0400165500000;Feminices;Domingos de Oliveira;Ficção;Teatro Ilustre Produções Artísticas;RJ;Afinal Filmes/Antenna Produtora;RJ/RJ;Copacabana Filmes;3;63556.00;7091
2005;B0400123500000;Filhas do Vento;Joel Zito Araújo;Ficção;Asacine Produções/Casa de Criação Cinema;RJ/DF; -; -;RioFilme;15;117448.00;16578
2005;B0500222600000;Gaijin Ama - Me Como Sou;Tizuka Yamasaki;Ficção;Scena Filmes;RJ;Art Films/RioFilme;RJ/RJ;Art Filmes;101;388800.00;52898
2005;B0300046600000;Garrincha, Estrela Solitária;Milton Alencar Jr;Ficção;Fam Produções;MG; -; -;Polifilmes;20;54977.00;7877
2005;B0300041300000;Harmada;Maurice Capovilla;Ficção;Saturna Produções;RJ;Estudios Quanta;SP;RioFilme;2;8499.00;1261
2005;B0400129600000;Jogo Subterrâneo - Underground Games;Roberto Gervitz;Ficção;Columbia Tristar Filmes do Brasil/Estudios Mega/Locall/Ramalho Filmes/Vagalume;SP/RJ/SP/SP/SP; -; -;Buena Vista;31;163781.00;20928
2005;B0500220600000;Mais uma Vez Amor;Rosane Svartman;Ficção;Raccord Produções/Total Entertainment;RJ/RJ;Warner;SP;Warner;144;1662516.00;228567
2005;B0500216600000;Mensageiras da Luz - Parteiras da Amazônia;Evaldo Mocarzel;Documentário;Casa Azul Produções/SP Filmes de São Paulo;SP/SP; -; -;SP Filmes;1;1287.00;135
2005;B0600575000000;Moro no Brasil;Mika Kaurismaki;Documentário;Magnatel;RJ; -; -;Pandora;2;11911.00;2680
2005;B0500365600000;Morro da Conceição;Cristiana Grumbach;Documentário;Crisis Produtivas;RJ;V. Filmes & Comunicação;RJ;Pipa;7;40124.00;4943
2005;B0400106000000;O Cárcere e a Rua;Liliana Sulzbach;Documentário;Zeppelin Filmes ;RS; -; -;Pandora;17;37424.00;7792
2005;B0400168800000;O Casamento de Romeu e Julieta;Bruno Barreto;Ficção;Filmes do Equador;RJ; -; -;Buena Vista;215;7303657.00;969278
2005;B0500370500000;O Coronel e o Lobisomem;Maurício Farias;Ficção;Uns Produções e Filmes;RJ;Brasil Filmes/Digital 21/Megacolor;SP/SP/SP;Fox;166;4678543.00;654983
2005;B0400129500000;O Diabo a Quatro;Alice de Andrade;Ficção;Tambellini Filmes;RJ; -; -;RioFilme;4;52512.00;7247
2005;B0500378800000;O Fim e o Princípio;Eduardo Coutinho;Documentário;Videofilmes;RJ; -; -;Videofilmes;3;81146.00;9674
2005;B0300039300000;O Signo do Caos;Rogério Sganzerla;Ficção;Mercúrio Produções;SP; -; -;RioFilme;3;9130.00;1255
2005;B0500279400000;Preto e Branco;Carlos Nader;Documentário;Iucatan Produções/Já Filmes;SP/SP; -; -;Polifilmes;ND;ND;ND
2005;B0500247600000;Preto no Branco;Ronaldo German;Ficção;Daron Cine Video;RJ; -; -;Distribuição Própria;1;ND;65
2005;B0500238500000;Quanto Vale ou é por Quilo ?;Sérgio Bianchi;Ficção;Agravo Produções Cinematográficas;SP; -; -;RioFilme;8;195672.00;32863
2005;B0400102900000;Quase Dois Irmãos;Lucia Murat;Ficção;Taiga Filmes e Vídeo;RJ; -; -;Imovision;23;460087.00;58928
2005;B0500334900000;Sal de Prata;Carlos Gerbase;Ficção;Casa de Cinema de Porto Alegre;RS;Quanta-Rio;RJ;Columbia;41;124880.00;17289
2005;B0400148300000;Soldado de Deus;Sérgio Sanz;Documentário;J.Sanz Produção Audiovisual;RJ; -; -;RioFilme;2;18919.00;2528
2005;B0500280100000;Sou Feia mas tô na Moda;Denise Garcia;Documentário;Toscographics;RJ; -; -;Imovision;4;44447.00;5575
2005;B0400129900000;Tainá 2 - a Aventura Continua;Mauro Lima;Ficção;Sony Pictures/Tietê Produções;SP/RJ; -; -;Columbia;164;4612264.00;788442
2005;B0400171000000;Vida de Menina;Helena Solberg;Ficção;Radiante Filmes;RJ; -; -;Europa/MAM;8;210049.00;27648
2005;B0500293600000;Vinícius;Miguel Faria Jr.;Documentário;1001 Filmes;RJ; -; -;UIP;32;2378985.00;271979
2005;B0500340300000;Vlado: 30 Anos Depois;João Batista de Andrade;Documentário;Oeste Filmes/Tao Produções;SP/SP;João Batista de Andrade; -;Oeste Filmes Brasileiros;2;24902.00;3283
2005;B0500385000000;Vocação do Poder;Eduardo Escorel/José Joffily;Documentário;Cinefilmes/Coevo Filmes;RJ/RJ; -; -;Videofilmes;3;14914.00;1995
2005;B0500433700000;Xuxinha e Guto contra os monstros do espaço;Clewerson Saremba/Moacyr Góes;Animação;Diler & Associados;RJ; -; -;Warner;52;4259097.00;596218
2004;B0400055700000;1,99 - um Supermercado que Vende Palavras;Marcelo Masagão;Ficção;Um Minuto;SP;Bits Filmes;SP;Imovision;3;81156.00;11572
2004;B0300045900000;33;Kiko Goifman;Documentário;Plateau Produções;SP; -; -;PaleoTV;ND;ND;11500
2004;B0400053500000;A Cartomante;Pablo Uranga/Wagner de Assis;Ficção;Cinética Filmes/LaboCine/Tropical Storm Entertainment;RJ/RJ/RJ; -; -;Imovision;46;238667.00;36094
2004;B0400127100000;A Dona da História;Daniel Filho;Ficção;Lereby;RJ;Globo Filmes;RJ;Buena Vista;260;9025423.00;1271415
2004;B0400055000000;À Margem da Imagem;Evaldo Mocarzel;Documentário;SP Filmes de São Paulo;SP; -; -;Mais Filmes;1;12354.00;1728
2004;B0400053800000;Benjamim;Monique Gardenberg;Ficção;Dueto Filmes;RJ;Estudios Mega;RJ;Europa/MAM;25;759726.00;98301
2004;B0300003000000;Cama de Gato;Alexandre Stockler;Ficção;A Exceção e a Regra Produções Artísticas/Prodigo Films;SP/SP; -; -;A Exceção e a Regra Produções Artísticas;1;186823.00;25315
2004;B0400081100000;Cazuza - o Tempo Não Para;Sandra Werneck/Walter Carvalho;Ficção;Lereby;RJ;Columbia Tristar Filmes do Brasil/Globo Filmes/Cineluz Produções;SP/RJ/RJ;Columbia;292;21230606.00;3082522
2004;B0400103400000;Cine Gibi da Turma da Mônica - O Filme;José Márcio Nicolosi;Animação;Lojinha da Mônica;SP; -; -;UIP;104;1823899.00;305752
2004;B0400096900000;Como Fazer um Filme de Amor;José Roberto Torero;Ficção;Superfilmes;SP; -; -;Lumière;37;388309.00;53545
2004;B0300039800000;Concerto Campestre;Henrique de Freitas Lima;Ficção;Casa de Imagens/Cinematográfica Pampeana/LaboCine/Sony Pictures;PE/RS/RJ/SP; -; -;Imagem;12;67205.00;13010
2004;B0400066300000;Contra Todos;Roberto Moreira;Ficção;Coração da Selva/O2 Filmes;SP/SP; -; -;Warner;20;187641.00;25358
2004;B0300040300000;De Passagem;Ricardo Elias;Ficção;Raiz Produções;SP; -; -;Lumière;20;75632.00;11419
2004;B0400102600000;Didi quer ser criança;Alexandre Boury/Reynaldo Boury;Ficção;Diler & Associados;RJ; -; -;Columbia;154;5583242.00;982175
2004;B0400138500000;Entreatos;João Moreira Salles;Documentário;Videofilmes;RJ; -; -;Videofilmes;7;313023.00;38341
2004;B0400085800000;Espelho D'água - uma Viagem no Rio São Francisco;Marcus Vinicius Cezar;Ficção;Copacabana Filmes e Produções;RJ; -; -;Europa/MAM;12;121469.00;18096
2004;B0300035200000;Evandro Teixeira - Instantâneos da Realidade;Paulo Fontenelle;Documentário;Canal Imaginário;RJ; -; -;RioFilme;3;5874.00;875
2004;B0500446000000;Fábio Fabuloso;Antônio Ricardo/Pedro Cesar/Ricardo Bocão;Documentário;Surf Co;SP;Artezanato Eletrônico;RJ;Lumière;9;94961.00;12458
2004;B0400053200000;Fala Tu;Guilherme Coelho;Documentário;Matizar/Videofilmes;RJ/RJ; -; -;RioFilme;6;71929.00;10526
2004;B0300023400000;Filme de Amor;Julio Bressane;Ficção;Grupo Novo de Cinema e TV;RJ; -; -;RioFilme;5;70761.00;10742
2004;B0300040100000;Garotas do ABC;Carlos Reichenbach;Ficção;Dezenove Som e Imagens;SP; -; -;Europa/MAM;19;71962.00;10746
2004;B0300048300000;Glauber o Filme, Labirinto do Brasil;Silvio Tendler;Documentário;Caliban Produções Cinematográficas;RJ; -; -;RioFilme;6;85179.00;13456
2004;B0400121700000;Irmãos de Fé;Moacyr Góes;Ficção;Diler & Associados;RJ; -; -;Columbia;294;5652025.00;966021
2004;B0400085500000;Justiça;Maria Augusta Ramos;Documentário;Limite Produções;RJ; -; -;Mais Filmes;3;138770.00;28635
2004;B0400098900000;Língua - Vidas em Português;Victor Lopes;Documentário;Sambascope Produções/TV Zero;RJ/RJ; -; -;RioFilme;5;26545.00;11943
2004;B0300001800000;Lost Zweig;Sylvio Back;Ficção;Usina de Kyno;RJ; -; -;RioFilme;1;20214.00;2398
2004;B0400170600000;Meu Tio Matou um Cara;Jorge Furtado;Ficção;Casa de Cinema de Porto Alegre;RS; -; -;Fox;121;4095008.00;591120
2004;B0500408600000;Motoboys - Vida Loca;Caito Ortiz;Ficção;Prodigo Films;SP; -; -;Mais Filmes;ND;ND;ND
2004;B0300005800000;Narradores de Javé;Eliane Caffé;Ficção;Bananeira Filmes/Gullane;RJ/SP; -; -;Lumière;29;456307.00;67004
2004;B0400052300000;Nina;Heitor Dhalia;Ficção;Gullane;SP; -; -;Columbia;10;178834.00;25268
2004;B0400063000000;Noite de São João;Sérgio Silva;Ficção;Producers - NGM Produções;RS; -; -;NGM Produções;5;25704.00;5355
2004;B0400054400000;O Outro Lado da Rua;Marcos Bernstein;Ficção;Neanderthal MB Cinema;RJ; -; -;Columbia;37;661465.00;92165
2004;B0400050200000;O Prisioneiro da Grade de Ferro;Paulo Sacramento;Documentário;Olhos de Cão;SP; -; -;Imovision;13;156931.00;27848
2004;B0300040900000;O Vestido;Paulo Thiago;Ficção;Vitória Produções;RJ; -; -;Columbia;41;220274.00;30683
2004;B0400097900000;Olga;Jayme Monjardim;Ficção;Nexus Cinema;SP; -; -;Lumière;339;20375397.00;3078030
2004;B0300040400000;Onde Anda Você;Sergio Rezende;Ficção;Morena Filmes;RJ; -; -;UIP;40;411530.00;50958
2004;B0400100300000;Pelé Eterno;Anibal Massaini Neto;Documentário;Anima Produções Audiovisuais/Cinearte Produções Cinematográficas ;SP/SP; -; -;UIP;150;1851866.00;257932
2004;B0400138600000;Peões;Eduardo Coutinho;Documentário;Videofilmes;RJ; -; -;Videofilmes;7;142211.00;17960
2004;B0400100100000;Procuradas;José Frazão/Zeca Pires;Ficção;Mundo Imaginário Produções Cinematográficas;SC;Teleimage Productions;SP;Imagem;10;19720.00;2920
2004;B0300003400000;Querido Estranho;Ricardo Pinto e Silva;Ficção;Lereby/Tele Image/Veredas Comunicação e Arte;RJ/SP/SP; -; -;Imagem;27;122520.00;18103
2004;B0400062800000;Raízes do Brasil;Nelson Pereira dos Santos;Documentário;Regina Filmes/RioFilme/Videofilmes;RJ/RJ/RJ; -; -;RioFilme;5;120366.00;19420
